eigenCoordinates,labels
"[-129.98654619635155, -85.20616428895036, 108.79972333698768, 85.95000172963485, 60.31426271231466, 75.04966223814296, 5.463953268512434, 30.951738334893385, -45.617945351538054, -89.86192440472915, 31.811556332437267, 137.91263403821733, -7.574008340667287, -0.4608004874939411, -94.44601472383283, 49.87169848722354, -8.641862421700317, -92.1477630345407, 11.762653434354403, 28.433467223769473, -76.39616448374701, -59.05977154111814, 35.0158714802094, 47.628332267466156, -53.71909552883846, -65.9719587754121, -35.80209642316086, 55.7213177290119, 85.92158870134787, 13.058668807667914, 68.41834603662693, -82.97470832756531, -12.77638791354428, 32.25488511148735, -44.947752928784176, -1.1139942936721887, 71.49862619897458, -185.83037941338083, -70.17970557157878, 104.03652336372478, -11.711388069974127, -7.827879634184484, -110.94351758161352, -62.86006857552329, 40.27524523462163, -21.149035904817012, 76.43345337976855, -3.433266289201181, 85.77144107487754, 106.7465314978791, -12.02321403091405, 21.897906099672937, 19.53002335938406, 52.0762706177232, 39.9130624971482, 51.25967878285466, -24.07811498166133, 10.622859129321958, -12.801500531150346, -96.93575592747823]",person24
"[-59.09435849434507, -47.481811175184745, 33.10984526888257, 68.8100739368786, -4.771050666395844, 50.8826154412292, -8.450515244883825, 73.06129631076737, -70.21618877409456, 24.806209849358282, 4.5680695015232935, 145.52973588490835, 25.662417591160068, -26.107188218315848, -29.498314323625298, -55.95881781186394, -23.407044773176082, -97.63485503669392, -51.9709674577492, 88.1688701183484, -101.97196610802249, -83.57330175970965, 57.45775437089111, 103.6491732593419, -92.12579649108686, -113.72954279966396, -11.980004347056973, 8.772714650495303, 87.52496789690262, 60.27384830234351, 101.18426116297945, -64.51446977829666, 13.736016632016723, 58.57730351358862, -124.96135758899344, 34.10511303272786, 96.70430481694319, -129.867673024173, -13.966198095544673, 75.05266564685554, 29.7084771906568, -6.915416185654429, -78.24001235122553, -24.182033230489576, 70.78336637760236, -45.2007161469169, 72.08108976023114, 15.279537716912788, 131.34951793690337, 19.18334342903403, 20.145281780538, -6.993107333258253, 100.6483826655237, -2.993106117592827, 117.95498432014776, 57.19827248793211, 19.734486491056174, 12.934569575677937, 74.11782709774197, -44.4460476049699]",person76
"[-63.525906624530364, -44.89946836717041, 67.22116456221775, 45.36646373159873, 2.763208960410168, 67.7141833818348, 67.8833226608423, -84.68274725488595, 52.93918128872248, 64.36750505787685, 4.106411947944817, 9.631592778095072, 9.483219303282233, -33.172717699250455, -28.18533255120321, -19.818498807862273, -76.52620756341321, 24.858758007476954, -69.86141052290431, 14.66555866347285, 50.72585161071477, -29.490717915625314, -27.67070647860244, -30.60994886507726, 22.987239949717807, -16.541611577415495, -28.001949685013873, -27.242906932250836, -16.7713763876496, 16.83087845865674, 40.0484399412784, -6.913951430189869, 40.563986675799214, 27.14382408556079, -54.71893760708662, -60.04752300272955, 62.4227430291172, -50.31808650345955, -65.06300276908382, 69.2134719831339, -4.232208687851303, 40.59101293377371, -72.68909571994791, 20.06443246461235, 40.55629865265105, -24.61369550112159, 29.042661717446478, -33.56976148296832, -26.862160215059074, -58.66734247674579, -0.015650503983393627, -38.324301224485524, -61.896381566899336, -77.71459518746752, -42.44198952433305, -30.124946928587228, 67.19003705262091, -1.6322141579240181, 33.67032331198316, 3.5207923121709754]",person59
"[-46.10566014378208, 19.97745713083347, -4.252905172567985, 49.71788700851218, 8.349795034927107, -14.827678487234653, 18.610138886688276, -27.063741264286058, -10.703911537061515, 30.50709165534269, -12.050363100696588, 7.441753099978536, -3.2497897130359847, -52.62798834754915, -24.141109871201202, 7.842366616575273, 9.795963493203677, -12.938868913794561, -14.673741906632296, 17.050010419593395, -28.139849104353132, 8.59516342433157, -54.865492506912815, 18.99347165240757, 21.537773397168998, -13.16854116609561, 1.315410421384275, 19.019681240931664, -4.64299548504381, 121.44361557449336, -30.70106796346043, 45.7003925268153, 18.58819690491236, -67.18261454960519, -59.47345285887364, -19.237291002326526, 4.935525704081389, -77.89579215490454, -13.60437048921344, 44.0223235404488, -55.403051120604886, 43.336501532894864, -58.56760672368686, 39.331695416829746, 17.682114984870886, -11.096921594344316, -18.999257501683154, 15.259104111170686, 36.645999501615314, -37.4096567006183, -47.35286841520284, 4.249708028757411, -30.805628877106592, -32.12652015294475, -17.736579962739956, 3.2138732689877836, 81.77866234607205, 6.341250668062884, -25.67609366137437, 13.15296400603884]",person2
"[-69.4674464408277, -132.6727904120101, 149.8176614390032, 45.61108602928622, 7.352496816219926, 64.30296208675682, -45.71948567141665, 37.47414684674292, -51.22468650260086, -47.02921152362239, -0.1548978914534711, 132.76482421793352, -28.164390186767157, 136.1777666998716, 2.913260243971415, 60.334995794612055, 49.96390759998508, -177.70444425518687, 49.998759331658256, 131.09308581376686, -44.60917467537616, -158.00365315526898, 83.62227777898343, -1.427330645646947, -166.78648984978147, -96.31061799342832, -59.052009626427825, 47.79480797379559, 11.746862123010951, 29.297032483111003, 92.94964947778472, -93.00375938221569, -29.797732575526133, 116.78089464633187, 54.8415099577357, -58.916942992826044, 50.442968816922956, -94.06874133229452, -67.18734356264427, 92.40506882575362, 112.01074945163276, -32.45817189924441, -45.486097711062456, -92.06733393543945, 73.43040352183111, -55.322044774571154, 31.290395782118154, 11.85210752514654, 153.11182080590032, 53.043949509056894, 34.07242939225186, -17.413252137541903, 47.87751800047768, 4.067328800777198, 37.76985056310432, 64.62267925823363, -12.206546678883388, 29.949143512295183, -8.928882379351286, -140.5471245853793]",person5
"[-69.24121917640858, -32.58369333104784, 33.97696861016973, 52.94594605759711, 42.39476450817212, 17.025147959817634, -35.86857608746669, -50.87077572964313, -34.84148769713545, -8.791394630552775, 52.319146304243546, 133.27422994705367, -7.452197466101627, -38.08276521790565, 4.504281480223639, -45.13317516089976, -29.275095587549224, -160.5993209212432, -93.4379790009212, 22.834545852166926, -111.88111214938957, -87.50383627465324, 31.65551476303747, 26.678728256015155, -69.87272685472978, -50.46503338138139, 31.204020273711517, 47.480888489236094, 61.08705267185254, 95.34729693243506, 78.61603662228353, -64.73670241861953, 34.0060106548943, 35.12222125279707, -33.935549241451184, -7.994477799391148, 81.30053425086457, -115.9341823103547, -48.39036043247877, -1.2175381417408229, 35.3905251685791, -80.76593957562994, -91.18579657889146, -32.44129579581349, 117.73270394657659, -68.89291250804182, 48.428478412688335, -16.971756250009946, 108.86456807526199, 38.4584063572086, -89.45609886093598, 1.9363188945568908, -23.859525461624315, 13.93746555574949, 113.44243933045044, 63.16522836098312, 10.572644234363722, -55.54138730356291, 11.087873484108712, -13.344855625916713]",person68
"[-22.59508259559459, -72.41167923354811, 12.998872880777341, 47.83611694620702, 52.68658903877601, 1.9940939197171659, 35.30782111778976, -14.484762703559698, 1.0456371434222653, -8.642373867425157, 97.08183944276675, 75.01448207962599, -23.95035575018435, -97.34244828409076, -43.68515101161149, 36.49572145542749, -73.40181948848407, -54.869208518324555, -11.263104909801953, -16.812232471904917, -90.26553169428588, -29.351737730225626, 13.34510593755096, 28.421277411355256, -24.197079168097396, -61.66198292654652, -8.452123760860657, 7.321670009880918, 109.69382867537269, 23.776529071292703, 32.76393565281081, 16.304628540248114, -50.67239430218011, -4.415787447481727, -16.910990028779914, 40.18479281138033, -16.664992825351217, -101.5073346022433, 41.00876775927366, 32.862138094128326, -21.537451783158822, -67.04705552136829, -127.62829593401922, -32.67486069123678, 47.32022542110248, -18.306023581307088, 45.92032685123577, 72.5610937499074, 64.05684500049418, 90.94530940170662, 24.569990581398983, 11.608447574781053, 47.42989196458166, 80.27036686031542, 40.00063131688752, -23.877048273402437, 21.363674485090357, -28.405034626573475, -18.307430075623262, -39.629301987852585]",person47
"[-92.27055452214331, 5.00379221091516, 24.149357282949016, 84.12427120297633, 24.447962234798112, -24.90370666541003, -35.39441944859861, 0.11945655610720252, -17.00015063229559, 21.371557666053093, 100.77309300767368, 40.41512570457098, -22.959119938808897, 34.323947222101125, 28.699906008680024, -56.36429972899301, -16.45523405444251, -39.65746519578555, -60.80696837221865, -5.55757984429458, 35.45307435313023, -23.592165665322497, -6.437852738132047, -3.465220635377605, -59.09152497826622, -113.26548685777782, 26.30272566771781, -38.96598020480037, 47.82893749815021, 119.63406408236025, 35.748551513232194, -14.164917890951795, 38.194534675937184, 53.227109106310536, -15.833769501232243, -49.91466875393649, 5.3412517324363975, -86.76949592821654, -16.15479273809973, 66.68056421114458, 37.50859484850078, -4.695990158134312, -30.935945401667425, -20.36396362988733, 116.43248518048702, 46.57690398610504, 28.08075367974026, -31.405164948194688, 66.17556350601112, -53.92988561443103, -29.23433765684943, 9.20066558939002, -40.54343414995227, 3.165734927156045, 94.56636381378459, 108.26420758949979, 36.81860453463222, -40.67270732977983, -19.166365742672582, -13.885084036013115]",person15
"[-82.7271223180226, -78.16040979552707, 109.87110844569798, 45.159288408930095, 47.33937704669707, -11.602636819760221, 44.272494671901526, 30.61094049821105, 5.391093865520679, 3.387011417581718, -57.09032664032457, 122.15142460738078, -20.348113489925755, 61.56611455594532, -31.96056253149162, 25.38583782975752, -4.2345537163491045, -152.182419489827, -35.18336149531787, -33.79944709860912, -53.02881800928751, -78.87471419448235, 60.984670173457445, -18.471053364779372, -67.63664697836921, -36.285330790568565, -76.18229060781236, 42.16429460818294, -1.0582907962394081, 76.8802890671816, 71.31141555508165, -86.94025301032337, -1.5667962850508474, 10.1680382272995, -19.20201369331597, 6.256331015949606, 77.29226064840924, -91.57767611008381, -88.01491098446174, 108.1204505175902, 46.18630222525059, -33.98382507007528, -108.27940343779058, -35.60652567007535, 88.37399236764736, 14.002261160683718, 61.155007771763934, -25.325502852815717, 169.72606309936933, 69.45536550061868, 42.18605226650938, -51.110398004793865, 9.029236625326195, -6.253162212427519, 120.40983519137822, 38.903568258973166, 116.91833301330882, 86.46265832025551, -37.243468347296854, -32.54482324563716]",person12
"[-92.98920633424544, -87.42959379989705, 75.25158399466308, 96.77571998298146, 43.52525007199583, 52.17192110409248, 40.36044615488828, 21.740183685100007, 24.68809758635311, -55.262780440613376, 39.36449632242762, 62.164299349484565, 19.32461671645955, -75.19159291786244, -50.89199868688518, -72.0999730663119, 2.420855089963478, -93.52606234027533, -159.03338888391943, -16.14700242327281, -85.16577084867245, -129.89040200495094, -25.538304414673817, -0.8239738995627732, 36.58630401867481, -83.02341497218873, 3.241415822799034, 77.21868458732598, 76.04959332826733, 112.63843049821757, 100.60314061114742, -59.924835062870656, 18.389115188923476, 18.85474975495096, -10.330310802191143, -29.099273228491278, 6.163441680195632, -141.9696096527136, -42.60550979395868, 11.587506630043553, 2.241172996045817, -41.07528052893934, -134.34520063452362, -54.58055976097117, 68.20353219165635, -36.41319395269811, -1.9449011102628013, 5.478735748921507, 82.23434657563045, -23.45979734534565, -1.810528159843141, 19.043351409870198, 9.022455853891216, -26.576364094677118, 137.51540704880796, 92.11161276063973, 66.1254263814934, -7.152053057257994, -17.899959975035568, -73.87217062568469]",person40
"[-36.79324396273963, -43.30279825635495, 21.834993600931842, -20.295725645545435, -1.92726636576241, 60.81343611247903, 21.057315364501772, -2.8843319673527894, -60.06397744917832, -3.4300182423470753, 20.25785035685801, -31.478025130408884, 44.69104021780052, 15.887720515127569, 38.57945936433898, 7.941311197541658, -61.253685175558594, 56.15242064966667, -16.4535965615082, 42.09986047863146, 83.65884386581908, 29.080363644105965, -31.536965081942753, 20.368300996425134, -25.044046016016352, 31.79483459069165, -23.654342988198536, 66.68491633818053, 23.22902622477595, 14.447334746436606, -27.143078483849678, 26.840419443830733, 36.25872335440327, 47.068455610816166, -5.813172645448967, -18.661537101602928, -5.626016417227472, -12.736759031523313, -73.1369421221319, 71.29337095579436, 19.339041690458053, 20.67210379625162, -95.67307590066117, 63.99541343268404, -2.3267420519248674, -25.065074408763735, 6.013378977907468, 20.723482467319258, -0.3150110889388671, 9.022318920974847, 0.9776791712026487, 21.64459320124907, -109.31305006436371, 17.4176039580064, -38.22677503418882, 12.218959025385354, -0.9663765070890626, 19.023051108475638, -48.23346031185379, 49.148114835634495]",person26
"[5.291657806145853, -64.81762817343657, 99.00025728415615, 23.177852231518933, 35.14426942237197, 25.887977377271415, 35.53306521861047, 101.03496690917152, -8.176529891703364, -27.382100195562835, -45.417851866451095, 95.7092119384455, 42.022818710377834, 45.3100657548496, 6.871966854018375, -58.704056334212474, -47.087312186034836, -136.95217887141231, -62.8450161939805, 26.97872032586951, -70.61378986590323, -28.52313849652016, 91.46129575724152, 13.765463153828854, -53.92432343854688, -11.358231256016333, -22.407009840912345, 107.32165261544732, 39.19729350710611, 51.8487800186309, 151.07905048622916, -73.29622777614873, -29.224902139901936, 94.68510908627066, 63.57512423632295, -56.724556986431324, 8.109609731370846, -89.07145143249971, -54.25039204824786, 48.16408211044475, -6.888172962285694, -58.78517145911663, -68.83432295278779, -52.95551947595503, 74.1370869954782, -20.645211221327706, 18.677972421340904, -24.172280940369525, 87.15692919732949, 64.83110066203355, -13.95936735908601, -16.481256292008517, -24.080969878518868, 11.406475121824975, 107.8913523954386, 85.78238379554902, 17.957418138090574, 11.025878431029966, 29.488379496370918, -88.18485825720663]",person56
"[-6.778461038755232, -87.2461462921979, 53.729181274693794, -52.09785224629891, 31.191820583140093, 3.6231671790783135, -25.036496997231893, -17.814454888906667, -32.93089273262598, -12.408671774981052, 107.0964585577313, -57.88436637318013, -8.603349358478653, 8.421365413405166, -15.547112612616107, -25.242295337921835, -76.35235647139133, -19.200023536227516, 1.8348102209215877, -16.454356546755246, 41.999617204229885, -62.926303576487705, -16.253294125804523, 13.779342502193145, -82.52578197469057, 43.23883212341543, -40.00546849307706, -17.657312934573376, 54.66706344259345, 81.72276921496281, 33.75181617713267, -65.77051200749051, -17.79346630929811, -10.956429006495503, 10.643016312447841, -22.048084741633275, 121.33297230748786, -127.99844784209165, -87.74828843670522, 121.73360548819454, 44.999668557492186, -54.38981809048599, -81.17983190343556, -11.449433128327762, 2.0421288023014483, -65.3358110682126, -59.82377913338779, 3.671205774658297, 32.76576305486171, -15.793432120237227, 39.81675248797199, 50.528427182409985, -34.20940763997595, 16.023882836406486, 49.068122343108165, 73.84579927285228, -43.815090661554095, -10.198862351639693, 40.65355486908248, -61.06975569079608]",person71
